Üniversiteyi şok eden: 1 defa bulunmaktadır
farklı oluyor. Sadece: 2 defa bulunmaktadır
oluyor. Sadece başımız: 2 defa bulunmaktadır
Sadece başımız sağolsun: 2 defa bulunmaktadır
başımız sağolsun diyebiliyoruz.: 2 defa bulunmaktadır
sağolsun diyebiliyoruz. Emniyet: 2 defa bulunmaktadır
diyebiliyoruz. Emniyet kuvvetlerimizin: 2 defa bulunmaktadır
Emniyet kuvvetlerimizin bir: 2 defa bulunmaktadır
kuvvetlerimizin bir an: 3 defa bulunmaktadır
bir an evvel: 3 defa bulunmaktadır
an evvel hadiseyi: 3 defa bulunmaktadır
evvel hadiseyi aydınlatmalarını: 3 defa bulunmaktadır
hadiseyi aydınlatmalarını bekliyoruz.: 2 defa bulunmaktadır
aydınlatmalarını bekliyoruz. Zaten: 2 defa bulunmaktadır
bekliyoruz. Zaten buna: 2 defa bulunmaktadır
Zaten buna da: 2 defa bulunmaktadır
buna da inanıyoruz.: 2 defa bulunmaktadır
da inanıyoruz. Belki: 2 defa bulunmaktadır
inanıyoruz. Belki tek: 2 defa bulunmaktadır
Belki tek tesellimiz: 2 defa bulunmaktadır
tek tesellimiz bu: 2 defa bulunmaktadır
tesellimiz bu olur": 2 defa bulunmaktadır
bu olur" diye: 2 defa bulunmaktadır
olur" diye konuştu.: 2 defa bulunmaktadır
diye konuştu. "HASTANEYE: 1 defa bulunmaktadır
konuştu. "HASTANEYE GELDİĞİNDE: 1 defa bulunmaktadır
"HASTANEYE GELDİĞİNDE DURUMU: 1 defa bulunmaktadır
GELDİĞİNDE DURUMU AĞIRDI": 1 defa bulunmaktadır
DURUMU AĞIRDI" Kastamonu: 1 defa bulunmaktadır
AĞIRDI" Kastamonu Üniversitesi: 1 defa bulunmaktadır
Kastamonu Üniversitesi Genel: 5 defa bulunmaktadır
Üniversitesi Genel Sekreteri: 5 defa bulunmaktadır
Genel Sekreteri Muhittin: 6 defa bulunmaktadır
Sekreteri Muhittin Sağlam’ın: 3 defa bulunmaktadır
Muhittin Sağlam’ın hastaneye: 2 defa bulunmaktadır
Sağlam’ın hastaneye getirildiğinde: 2 defa bulunmaktadır
hastaneye getirildiğinde durumunun: 2 defa bulunmaktadır
getirildiğinde durumunun ağır: 2 defa bulunmaktadır
durumunun ağır olduğunu: 2 defa bulunmaktadır
ağır olduğunu belirten,: 2 defa bulunmaktadır
olduğunu belirten, Özel: 2 defa bulunmaktadır
belirten, Özel İsfendiyar: 2 defa bulunmaktadır
Özel İsfendiyar Anadolu: 2 defa bulunmaktadır
İsfendiyar Anadolu Hastanesi: 2 defa bulunmaktadır
Anadolu Hastanesi Acil: 2 defa bulunmaktadır
Hastanesi Acil Nöbetçi: 2 defa bulunmaktadır
Acil Nöbetçi Doktoru: 2 defa bulunmaktadır
Nöbetçi Doktoru Kalp: 2 defa bulunmaktadır
Doktoru Kalp ve: 2 defa bulunmaktadır
Kalp ve Göğüs: 2 defa bulunmaktadır
ve Göğüs Cerrahisi: 2 defa bulunmaktadır
Göğüs Cerrahisi Uzmanı: 2 defa bulunmaktadır
Cerrahisi Uzmanı Dr.: 2 defa bulunmaktadır
Uzmanı Dr. Ahmet: 2 defa bulunmaktadır
Dr. Ahmet San: 1 defa bulunmaktadır
Ahmet San “Muhtemel: 1 defa bulunmaktadır
San “Muhtemel 4: 1 defa bulunmaktadır
“Muhtemel 4 kurşun: 1 defa bulunmaktadır
4 kurşun vardı.: 2 defa bulunmaktadır
kurşun vardı. Şahsın: 2 defa bulunmaktadır
vardı. Şahsın sağından: 2 defa bulunmaktadır
Şahsın sağından girip: 2 defa bulunmaktadır
sağından girip solundan: 2 defa bulunmaktadır
girip solundan çıkma: 2 defa bulunmaktadır
solundan çıkma şeklinde.: 2 defa bulunmaktadır
çıkma şeklinde. Yakın: 2 defa bulunmaktadır
şeklinde. Yakın mesafeden: 2 defa bulunmaktadır
Yakın mesafeden olduğunu: 2 defa bulunmaktadır
mesafeden olduğunu düşünüyoruz.: 2 defa bulunmaktadır
olduğunu düşünüyoruz. Adli: 2 defa bulunmaktadır
düşünüyoruz. Adli mercilerde: 2 defa bulunmaktadır
Adli mercilerde gerekli: 2 defa bulunmaktadır
mercilerde gerekli işlemler: 2 defa bulunmaktadır
gerekli işlemler yapılacaktır.: 2 defa bulunmaktadır
işlemler yapılacaktır. Ne: 2 defa bulunmaktadır
yapılacaktır. Ne yazık: 2 defa bulunmaktadır
Ne yazık ki: 2 defa bulunmaktadır
yazık ki yaralıyı: 2 defa bulunmaktadır
ki yaralıyı tüm: 2 defa bulunmaktadır
yaralıyı tüm müdahalelere: 2 defa bulunmaktadır
tüm müdahalelere rağmen: 5 defa bulunmaktadır
müdahalelere rağmen kurtaramadık": 2 defa bulunmaktadır
rağmen kurtaramadık" dedi.: 2 defa bulunmaktadır
kurtaramadık" dedi. Saldırıyı: 2 defa bulunmaktadır
dedi. Saldırıyı haber: 2 defa bulunmaktadır
Saldırıyı haber alan: 2 defa bulunmaktadır
haber alan Kastamonu: 2 defa bulunmaktadır
alan Kastamonu Ak: 1 defa bulunmaktadır
Kastamonu Ak Parti: 1 defa bulunmaktadır
Ak Parti Milletvekili: 1 defa bulunmaktadır
Parti Milletvekili Mustafa: 2 defa bulunmaktadır
Milletvekili Mustafa Gökhan: 2 defa bulunmaktadır
Mustafa Gökhan Gülşen: 2 defa bulunmaktadır
Gökhan Gülşen başta: 2 defa bulunmaktadır
Gülşen başta olmak: 2 defa bulunmaktadır
başta olmak üzere: 2 defa bulunmaktadır
olmak üzere tüm: 2 defa bulunmaktadır
üzere tüm sevenleri: 2 defa bulunmaktadır
tüm sevenleri hastaneni: 2 defa bulunmaktadır
sevenleri hastaneni bahçesini: 2 defa bulunmaktadır
hastaneni bahçesini akın: 2 defa bulunmaktadır
bahçesini akın ederken,: 2 defa bulunmaktadır
akın ederken, Muhittin: 2 defa bulunmaktadır
ederken, Muhittin Sağlam’ın: 2 defa bulunmaktadır
Muhittin Sağlam’ın cenazesi: 2 defa bulunmaktadır
Sağlam’ın cenazesi otopsi: 2 defa bulunmaktadır
cenazesi otopsi için: 2 defa bulunmaktadır
otopsi için Adli: 2 defa bulunmaktadır
için Adli Tıp: 2 defa bulunmaktadır
Adli Tıp Kurumu’na: 2 defa bulunmaktadır
Tıp Kurumu’na gönderildi.: 2 defa bulunmaktadır
Kurumu’na gönderildi. Emniyet: 2 defa bulunmaktadır
gönderildi. Emniyet güçleri: 2 defa bulunmaktadır
Emniyet güçleri zanlı: 1 defa bulunmaktadır
güçleri zanlı ya: 1 defa bulunmaktadır
zanlı ya da: 1 defa bulunmaktadır
ya da zanlıları: 1 defa bulunmaktadır
da zanlıları yakalamak: 1 defa bulunmaktadır
zanlıları yakalamak için: 1 defa bulunmaktadır
yakalamak için operasyonlarını: 1 defa bulunmaktadır
için operasyonlarını geniş: 1 defa bulunmaktadır
operasyonlarını geniş çaplı: 1 defa bulunmaktadır
geniş çaplı olarak: 1 defa bulunmaktadır
çaplı olarak yürütüyor.: 1 defa bulunmaktadır
olarak yürütüyor. KASTAMONU: 1 defa bulunmaktadır
yürütüyor. KASTAMONU ÜNİVERSİTESİ: 1 defa bulunmaktadır
KASTAMONU ÜNİVERSİTESİ REKTÖRÜ: 1 defa bulunmaktadır
ÜNİVERSİTESİ REKTÖRÜ AYDIN:: 1 defa bulunmaktadır
REKTÖRÜ AYDIN: SALDIRI: 1 defa bulunmaktadır
AYDIN: SALDIRI BİRAN: 1 defa bulunmaktadır
SALDIRI BİRAN EVVEL: 1 defa bulunmaktadır
BİRAN EVVEL AYDINLATILSIN: 1 defa bulunmaktadır
EVVEL AYDINLATILSIN Kastamonu: 1 defa bulunmaktadır
AYDINLATILSIN Kastamonu Üniversitesi: 1 defa bulunmaktadır
Kastamonu Üniversitesi Rektörü: 3 defa bulunmaktadır
Üniversitesi Rektörü Prof.Dr.: 1 defa bulunmaktadır
Rektörü Prof.Dr. Seyit: 1 defa bulunmaktadır
Prof.Dr. Seyit Aydın,: 1 defa bulunmaktadır
Seyit Aydın, "Emniyet: 1 defa bulunmaktadır
Aydın, "Emniyet kuvvetlerimizin: 1 defa bulunmaktadır
"Emniyet kuvvetlerimizin bir: 1 defa bulunmaktadır
kuvvetlerimizin bir an: 3 defa bulunmaktadır
bir an evvel: 3 defa bulunmaktadır
an evvel hadiseyi: 3 defa bulunmaktadır
evvel hadiseyi aydınlatmalarını: 3 defa bulunmaktadır
hadiseyi aydınlatmalarını bekliyoruz": 1 defa bulunmaktadır
aydınlatmalarını bekliyoruz" dedi.: 1 defa bulunmaktadır
bekliyoruz" dedi. Kastamonu: 1 defa bulunmaktadır
dedi. Kastamonu Üniversitesi: 1 defa bulunmaktadır
Kastamonu Üniversitesi Genel: 5 defa bulunmaktadır
Üniversitesi Genel Sekreteri: 5 defa bulunmaktadır
Genel Sekreteri Muhittin: 6 defa bulunmaktadır
Sekreteri Muhittin Sağlam,: 3 defa bulunmaktadır
Muhittin Sağlam, dün: 2 defa bulunmaktadır
Sağlam, dün akşam: 2 defa bulunmaktadır
dün akşam evinin: 2 defa bulunmaktadır
akşam evinin bulunduğu: 2 defa bulunmaktadır
evinin bulunduğu Mehmet: 1 defa bulunmaktadır
bulunduğu Mehmet Akif: 1 defa bulunmaktadır
Mehmet Akif Ersoy: 1 defa bulunmaktadır
Akif Ersoy Mahallesi: 1 defa bulunmaktadır
Ersoy Mahallesi Şerife: 1 defa bulunmaktadır
Mahallesi Şerife Bacı: 1 defa bulunmaktadır
Şerife Bacı Caddesi: 1 defa bulunmaktadır
Bacı Caddesi Safalan: 1 defa bulunmaktadır
Caddesi Safalan Sitesi: 1 defa bulunmaktadır
Safalan Sitesi girişinde: 1 defa bulunmaktadır
Sitesi girişinde silahlı: 1 defa bulunmaktadır
girişinde silahlı saldırıya: 2 defa bulunmaktadır
silahlı saldırıya uğradı.: 3 defa bulunmaktadır
saldırıya uğradı. Vücuduna: 1 defa bulunmaktadır
uğradı. Vücuduna 4: 1 defa bulunmaktadır
Vücuduna 4 tabanca: 1 defa bulunmaktadır
4 tabanca kurşunu: 1 defa bulunmaktadır
tabanca kurşunu isabet: 1 defa bulunmaktadır
kurşunu isabet eden: 1 defa bulunmaktadır
isabet eden Sağlam,: 1 defa bulunmaktadır
eden Sağlam, kaldırıldığı: 1 defa bulunmaktadır
Sağlam, kaldırıldığı İsfendiyar: 2 defa bulunmaktadır
kaldırıldığı İsfendiyar Anadolu: 2 defa bulunmaktadır
İsfendiyar Anadolu Hastanesi’nde: 1 defa bulunmaktadır
Anadolu Hastanesi’nde tüm: 1 defa bulunmaktadır
Hastanesi’nde tüm müdahalelere: 1 defa bulunmaktadır
tüm müdahalelere rağmen: 5 defa bulunmaktadır
müdahalelere rağmen kurtarılamadı.: 2 defa bulunmaktadır
rağmen kurtarılamadı. Muhittin: 1 defa bulunmaktadır
kurtarılamadı. Muhittin Sağlam’ın: 1 defa bulunmaktadır
Muhittin Sağlam’ın öldüğü: 2 defa bulunmaktadır
Sağlam’ın öldüğü hastaneye: 2 defa bulunmaktadır
öldüğü hastaneye gelen: 2 defa bulunmaktadır
hastaneye gelen Kastamonu: 2 defa bulunmaktadır
gelen Kastamonu Üniversitesi: 2 defa bulunmaktadır
Kastamonu Üniversitesi Rektörü: 3 defa bulunmaktadır
Üniversitesi Rektörü Seyit: 2 defa bulunmaktadır
Rektörü Seyit Aydın,: 1 defa bulunmaktadır
Seyit Aydın, "Tabii: 1 defa bulunmaktadır
Aydın, "Tabii ki: 1 defa bulunmaktadır
"Tabii ki kaybımız,: 1 defa bulunmaktadır
ki kaybımız, acımız: 2 defa bulunmaktadır
kaybımız, acımız her: 2 defa bulunmaktadır
acımız her zaman: 2 defa bulunmaktadır
her zaman bu: 2 defa bulunmaktadır
zaman bu tür: 2 defa bulunmaktadır
bu tür hadiselerde: 2 defa bulunmaktadır
tür hadiselerde büyük.: 2 defa bulunmaktadır
hadiselerde büyük. Ama: 2 defa bulunmaktadır
büyük. Ama insan: 2 defa bulunmaktadır
Ama insan çok: 2 defa bulunmaktadır
insan çok yakınında,: 2 defa bulunmaktadır
çok yakınında, mesai: 2 defa bulunmaktadır
yakınında, mesai arkadaşını: 2 defa bulunmaktadır
mesai arkadaşını kaybedince: 2 defa bulunmaktadır
arkadaşını kaybedince çok: 2 defa bulunmaktadır
kaybedince çok farklı: 2 defa bulunmaktadır
çok farklı oluyor.: 2 defa bulunmaktadır
farklı oluyor. Sadece: 2 defa bulunmaktadır
oluyor. Sadece başımız: 2 defa bulunmaktadır
Sadece başımız sağolsun: 2 defa bulunmaktadır
başımız sağolsun diyebiliyoruz.: 2 defa bulunmaktadır
sağolsun diyebiliyoruz. Emniyet: 2 defa bulunmaktadır
diyebiliyoruz. Emniyet kuvvetlerimizin: 2 defa bulunmaktadır
Emniyet kuvvetlerimizin bir: 2 defa bulunmaktadır
kuvvetlerimizin bir an: 3 defa bulunmaktadır
bir an evvel: 3 defa bulunmaktadır
an evvel hadiseyi: 3 defa bulunmaktadır
evvel hadiseyi aydınlatmalarını: 3 defa bulunmaktadır
hadiseyi aydınlatmalarını bekliyoruz.: 2 defa bulunmaktadır
aydınlatmalarını bekliyoruz. Zaten: 2 defa bulunmaktadır
bekliyoruz. Zaten buna: 2 defa bulunmaktadır
Zaten buna da: 2 defa bulunmaktadır
buna da inanıyoruz.: 2 defa bulunmaktadır
da inanıyoruz. Belki: 2 defa bulunmaktadır
inanıyoruz. Belki tek: 2 defa bulunmaktadır
Belki tek tesellimiz: 2 defa bulunmaktadır
tek tesellimiz bu: 2 defa bulunmaktadır
tesellimiz bu olur": 2 defa bulunmaktadır
bu olur" diye: 2 defa bulunmaktadır
olur" diye konuştu.: 2 defa bulunmaktadır
diye konuştu. Kastamonu: 1 defa bulunmaktadır
konuştu. Kastamonu Üniversitesi: 1 defa bulunmaktadır
Kastamonu Üniversitesi Genel: 5 defa bulunmaktadır
Üniversitesi Genel Sekreteri: 5 defa bulunmaktadır
Genel Sekreteri Muhittin: 6 defa bulunmaktadır
Sekreteri Muhittin Sağlam’ın: 3 defa bulunmaktadır
Muhittin Sağlam’ın hastaneye: 2 defa bulunmaktadır
Sağlam’ın hastaneye getirildiğinde: 2 defa bulunmaktadır
hastaneye getirildiğinde durumunun: 2 defa bulunmaktadır
getirildiğinde durumunun ağır: 2 defa bulunmaktadır
durumunun ağır olduğunu: 2 defa bulunmaktadır
ağır olduğunu belirten,: 2 defa bulunmaktadır
olduğunu belirten, Özel: 2 defa bulunmaktadır
belirten, Özel İsfendiyar: 2 defa bulunmaktadır
Özel İsfendiyar Anadolu: 2 defa bulunmaktadır
İsfendiyar Anadolu Hastanesi: 2 defa bulunmaktadır
Anadolu Hastanesi Acil: 2 defa bulunmaktadır
Hastanesi Acil Nöbetçi: 2 defa bulunmaktadır
Acil Nöbetçi Doktoru: 2 defa bulunmaktadır
Nöbetçi Doktoru Kalp: 2 defa bulunmaktadır
Doktoru Kalp ve: 2 defa bulunmaktadır
Kalp ve Göğüs: 2 defa bulunmaktadır
ve Göğüs Cerrahisi: 2 defa bulunmaktadır
Göğüs Cerrahisi Uzmanı: 2 defa bulunmaktadır
Cerrahisi Uzmanı Dr.: 2 defa bulunmaktadır
Uzmanı Dr. Ahmet: 2 defa bulunmaktadır
Dr. Ahmet San,: 1 defa bulunmaktadır
Ahmet San, "Muhtemel: 1 defa bulunmaktadır
San, "Muhtemel 4: 1 defa bulunmaktadır
"Muhtemel 4 kurşun: 1 defa bulunmaktadır
4 kurşun vardı.: 2 defa bulunmaktadır
kurşun vardı. Şahsın: 2 defa bulunmaktadır
vardı. Şahsın sağından: 2 defa bulunmaktadır
Şahsın sağından girip: 2 defa bulunmaktadır
sağından girip solundan: 2 defa bulunmaktadır
girip solundan çıkma: 2 defa bulunmaktadır
solundan çıkma şeklinde.: 2 defa bulunmaktadır
çıkma şeklinde. Yakın: 2 defa bulunmaktadır
şeklinde. Yakın mesafeden: 2 defa bulunmaktadır
Yakın mesafeden olduğunu: 2 defa bulunmaktadır
mesafeden olduğunu düşünüyoruz.: 2 defa bulunmaktadır
olduğunu düşünüyoruz. Adli: 2 defa bulunmaktadır
düşünüyoruz. Adli mercilerde: 2 defa bulunmaktadır
Adli mercilerde gerekli: 2 defa bulunmaktadır
mercilerde gerekli işlemler: 2 defa bulunmaktadır
gerekli işlemler yapılacaktır.: 2 defa bulunmaktadır
işlemler yapılacaktır. Ne: 2 defa bulunmaktadır
yapılacaktır. Ne yazık: 2 defa bulunmaktadır
Ne yazık ki: 2 defa bulunmaktadır
yazık ki yaralıyı: 2 defa bulunmaktadır
ki yaralıyı tüm: 2 defa bulunmaktadır
yaralıyı tüm müdahalelere: 2 defa bulunmaktadır
tüm müdahalelere rağmen: 5 defa bulunmaktadır
müdahalelere rağmen kurtaramadık": 2 defa bulunmaktadır
rağmen kurtaramadık" dedi.: 2 defa bulunmaktadır
kurtaramadık" dedi. Saldırıyı: 2 defa bulunmaktadır
dedi. Saldırıyı haber: 2 defa bulunmaktadır
Saldırıyı haber alan: 2 defa bulunmaktadır
haber alan Kastamonu: 2 defa bulunmaktadır
alan Kastamonu AK: 1 defa bulunmaktadır
Kastamonu AK Parti: 1 defa bulunmaktadır
AK Parti Milletvekili: 1 defa bulunmaktadır
Parti Milletvekili Mustafa: 2 defa bulunmaktadır
Milletvekili Mustafa Gökhan: 2 defa bulunmaktadır
Mustafa Gökhan Gülşen: 2 defa bulunmaktadır
Gökhan Gülşen başta: 2 defa bulunmaktadır
Gülşen başta olmak: 2 defa bulunmaktadır
başta olmak üzere: 2 defa bulunmaktadır
olmak üzere tüm: 2 defa bulunmaktadır
üzere tüm sevenleri: 2 defa bulunmaktadır
tüm sevenleri hastaneni: 2 defa bulunmaktadır
sevenleri hastaneni bahçesini: 2 defa bulunmaktadır
hastaneni bahçesini akın: 2 defa bulunmaktadır
bahçesini akın ederken,: 2 defa bulunmaktadır
akın ederken, Muhittin: 2 defa bulunmaktadır
ederken, Muhittin Sağlam’ın: 2 defa bulunmaktadır
Muhittin Sağlam’ın cenazesi: 2 defa bulunmaktadır
Sağlam’ın cenazesi otopsi: 2 defa bulunmaktadır
cenazesi otopsi için: 2 defa bulunmaktadır
otopsi için Adli: 2 defa bulunmaktadır
için Adli Tıp: 2 defa bulunmaktadır
Adli Tıp Kurumu’na: 2 defa bulunmaktadır
Tıp Kurumu’na gönderildi.: 2 defa bulunmaktadır
Kurumu’na gönderildi. Emniyet: 2 defa bulunmaktadır
gönderildi. Emniyet güçleri: 2 defa bulunmaktadır
Emniyet güçleri saldırganı: 1 defa bulunmaktadır
güçleri saldırganı yakalamak: 1 defa bulunmaktadır
saldırganı yakalamak ve: 1 defa bulunmaktadır
yakalamak ve olayı: 1 defa bulunmaktadır
ve olayı aydınlatmak: 1 defa bulunmaktadır
olayı aydınlatmak için: 1 defa bulunmaktadır
aydınlatmak için çalışma: 1 defa bulunmaktadır
için çalışma başlattı.: 1 defa bulunmaktadır
çalışma başlattı. DHA: 1 defa bulunmaktadır
