Üniversiteyi şok: 1 defa bulunmaktadır
rağmen kurtarılamadı. : 1 defa bulunmaktadır
kurtarılamadı.  "EMNİYETTEN: 1 defa bulunmaktadır
"EMNİYETTEN OLAYIN: 1 defa bulunmaktadır
OLAYIN AYDINLATILMASINI: 1 defa bulunmaktadır
AYDINLATILMASINI İSTİYORUZ": 1 defa bulunmaktadır
İSTİYORUZ" Kastamonu: 1 defa bulunmaktadır
Kastamonu Üniversitesi: 9 defa bulunmaktadır
Üniversitesi Genel: 5 defa bulunmaktadır
Genel Sekreteri: 6 defa bulunmaktadır
Sekreteri Muhittin: 6 defa bulunmaktadır
Muhittin Sağlam’ın: 6 defa bulunmaktadır
Sağlam’ın öldüğü: 2 defa bulunmaktadır
öldüğü hastaneye: 2 defa bulunmaktadır
hastaneye gelen: 2 defa bulunmaktadır
gelen Kastamonu: 2 defa bulunmaktadır
Kastamonu Üniversitesi: 9 defa bulunmaktadır
Üniversitesi Rektörü: 3 defa bulunmaktadır
Rektörü Seyit: 2 defa bulunmaktadır
Seyit Aydın;: 1 defa bulunmaktadır
Aydın; Tabii: 1 defa bulunmaktadır
Tabii ki: 1 defa bulunmaktadır
ki kaybımız,: 2 defa bulunmaktadır
kaybımız, acımız: 2 defa bulunmaktadır
acımız her: 2 defa bulunmaktadır
her zaman: 2 defa bulunmaktadır
zaman bu: 2 defa bulunmaktadır
bu tür: 2 defa bulunmaktadır
tür hadiselerde: 2 defa bulunmaktadır
hadiselerde büyük.: 2 defa bulunmaktadır
büyük. Ama: 2 defa bulunmaktadır
Ama insan: 2 defa bulunmaktadır
insan çok: 2 defa bulunmaktadır
çok yakınında,: 2 defa bulunmaktadır
yakınında, mesai: 2 defa bulunmaktadır
mesai arkadaşını: 2 defa bulunmaktadır
arkadaşını kaybedince: 2 defa bulunmaktadır
kaybedince çok: 2 defa bulunmaktadır
çok farklı: 2 defa bulunmaktadır
farklı oluyor.: 2 defa bulunmaktadır
oluyor. Sadece: 2 defa bulunmaktadır
Sadece başımız: 2 defa bulunmaktadır
başımız sağolsun: 2 defa bulunmaktadır
sağolsun diyebiliyoruz.: 2 defa bulunmaktadır
diyebiliyoruz. Emniyet: 2 defa bulunmaktadır
Emniyet kuvvetlerimizin: 2 defa bulunmaktadır
kuvvetlerimizin bir: 3 defa bulunmaktadır
bir an: 3 defa bulunmaktadır
an evvel: 3 defa bulunmaktadır
evvel hadiseyi: 3 defa bulunmaktadır
hadiseyi aydınlatmalarını: 3 defa bulunmaktadır
aydınlatmalarını bekliyoruz.: 2 defa bulunmaktadır
bekliyoruz. Zaten: 2 defa bulunmaktadır
Zaten buna: 2 defa bulunmaktadır
buna da: 2 defa bulunmaktadır
da inanıyoruz.: 2 defa bulunmaktadır
inanıyoruz. Belki: 2 defa bulunmaktadır
Belki tek: 2 defa bulunmaktadır
tek tesellimiz: 2 defa bulunmaktadır
tesellimiz bu: 2 defa bulunmaktadır
bu olur": 2 defa bulunmaktadır
olur" diye: 2 defa bulunmaktadır
diye konuştu.: 2 defa bulunmaktadır
konuştu. "HASTANEYE: 1 defa bulunmaktadır
"HASTANEYE GELDİĞİNDE: 1 defa bulunmaktadır
GELDİĞİNDE DURUMU: 1 defa bulunmaktadır
DURUMU AĞIRDI": 1 defa bulunmaktadır
AĞIRDI" Kastamonu: 1 defa bulunmaktadır
Kastamonu Üniversitesi: 9 defa bulunmaktadır
Üniversitesi Genel: 5 defa bulunmaktadır
Genel Sekreteri: 6 defa bulunmaktadır
Sekreteri Muhittin: 6 defa bulunmaktadır
Muhittin Sağlam’ın: 6 defa bulunmaktadır
Sağlam’ın hastaneye: 2 defa bulunmaktadır
hastaneye getirildiğinde: 2 defa bulunmaktadır
getirildiğinde durumunun: 2 defa bulunmaktadır
durumunun ağır: 2 defa bulunmaktadır
ağır olduğunu: 2 defa bulunmaktadır
olduğunu belirten,: 2 defa bulunmaktadır
belirten, Özel: 2 defa bulunmaktadır
Özel İsfendiyar: 2 defa bulunmaktadır
İsfendiyar Anadolu: 4 defa bulunmaktadır
Anadolu Hastanesi: 2 defa bulunmaktadır
Hastanesi Acil: 2 defa bulunmaktadır
Acil Nöbetçi: 2 defa bulunmaktadır
Nöbetçi Doktoru: 2 defa bulunmaktadır
Doktoru Kalp: 2 defa bulunmaktadır
Kalp ve: 2 defa bulunmaktadır
ve Göğüs: 2 defa bulunmaktadır
Göğüs Cerrahisi: 2 defa bulunmaktadır
Cerrahisi Uzmanı: 2 defa bulunmaktadır
Uzmanı Dr.: 2 defa bulunmaktadır
Dr. Ahmet: 2 defa bulunmaktadır
Ahmet San: 1 defa bulunmaktadır
San “Muhtemel: 1 defa bulunmaktadır
“Muhtemel 4: 1 defa bulunmaktadır
4 kurşun: 3 defa bulunmaktadır
kurşun vardı.: 2 defa bulunmaktadır
vardı. Şahsın: 2 defa bulunmaktadır
Şahsın sağından: 2 defa bulunmaktadır
sağından girip: 2 defa bulunmaktadır
girip solundan: 2 defa bulunmaktadır
solundan çıkma: 2 defa bulunmaktadır
çıkma şeklinde.: 2 defa bulunmaktadır
şeklinde. Yakın: 2 defa bulunmaktadır
Yakın mesafeden: 2 defa bulunmaktadır
mesafeden olduğunu: 2 defa bulunmaktadır
olduğunu düşünüyoruz.: 2 defa bulunmaktadır
düşünüyoruz. Adli: 2 defa bulunmaktadır
Adli mercilerde: 2 defa bulunmaktadır
mercilerde gerekli: 2 defa bulunmaktadır
gerekli işlemler: 2 defa bulunmaktadır
işlemler yapılacaktır.: 2 defa bulunmaktadır
yapılacaktır. Ne: 2 defa bulunmaktadır
Ne yazık: 2 defa bulunmaktadır
yazık ki: 2 defa bulunmaktadır
ki yaralıyı: 2 defa bulunmaktadır
yaralıyı tüm: 2 defa bulunmaktadır
tüm müdahalelere: 5 defa bulunmaktadır
müdahalelere rağmen: 5 defa bulunmaktadır
rağmen kurtaramadık": 2 defa bulunmaktadır
kurtaramadık" dedi.: 2 defa bulunmaktadır
dedi. Saldırıyı: 2 defa bulunmaktadır
Saldırıyı haber: 2 defa bulunmaktadır
haber alan: 2 defa bulunmaktadır
alan Kastamonu: 2 defa bulunmaktadır
Kastamonu Ak: 1 defa bulunmaktadır
Ak Parti: 1 defa bulunmaktadır
Parti Milletvekili: 2 defa bulunmaktadır
Milletvekili Mustafa: 2 defa bulunmaktadır
Mustafa Gökhan: 2 defa bulunmaktadır
Gökhan Gülşen: 2 defa bulunmaktadır
Gülşen başta: 2 defa bulunmaktadır
başta olmak: 2 defa bulunmaktadır
olmak üzere: 2 defa bulunmaktadır
üzere tüm: 2 defa bulunmaktadır
tüm sevenleri: 2 defa bulunmaktadır
sevenleri hastaneni: 2 defa bulunmaktadır
hastaneni bahçesini: 2 defa bulunmaktadır
bahçesini akın: 2 defa bulunmaktadır
akın ederken,: 2 defa bulunmaktadır
ederken, Muhittin: 2 defa bulunmaktadır
Muhittin Sağlam’ın: 6 defa bulunmaktadır
Sağlam’ın cenazesi: 2 defa bulunmaktadır
cenazesi otopsi: 2 defa bulunmaktadır
otopsi için: 2 defa bulunmaktadır
için Adli: 2 defa bulunmaktadır
Adli Tıp: 2 defa bulunmaktadır
Tıp Kurumu’na: 2 defa bulunmaktadır
Kurumu’na gönderildi.: 2 defa bulunmaktadır
gönderildi. Emniyet: 2 defa bulunmaktadır
Emniyet güçleri: 2 defa bulunmaktadır
güçleri zanlı: 1 defa bulunmaktadır
zanlı ya: 1 defa bulunmaktadır
ya da: 1 defa bulunmaktadır
da zanlıları: 1 defa bulunmaktadır
zanlıları yakalamak: 1 defa bulunmaktadır
yakalamak için: 1 defa bulunmaktadır
için operasyonlarını: 1 defa bulunmaktadır
operasyonlarını geniş: 1 defa bulunmaktadır
geniş çaplı: 1 defa bulunmaktadır
çaplı olarak: 1 defa bulunmaktadır
olarak yürütüyor.: 1 defa bulunmaktadır
yürütüyor. KASTAMONU: 1 defa bulunmaktadır
KASTAMONU ÜNİVERSİTESİ: 1 defa bulunmaktadır
ÜNİVERSİTESİ REKTÖRÜ: 1 defa bulunmaktadır
REKTÖRÜ AYDIN:: 1 defa bulunmaktadır
AYDIN: SALDIRI: 1 defa bulunmaktadır
SALDIRI BİRAN: 1 defa bulunmaktadır
BİRAN EVVEL: 1 defa bulunmaktadır
EVVEL AYDINLATILSIN: 1 defa bulunmaktadır
AYDINLATILSIN Kastamonu: 1 defa bulunmaktadır
Kastamonu Üniversitesi: 9 defa bulunmaktadır
Üniversitesi Rektörü: 3 defa bulunmaktadır
Rektörü Prof.Dr.: 1 defa bulunmaktadır
Prof.Dr. Seyit: 1 defa bulunmaktadır
Seyit Aydın,: 2 defa bulunmaktadır
Aydın, "Emniyet: 1 defa bulunmaktadır
"Emniyet kuvvetlerimizin: 1 defa bulunmaktadır
kuvvetlerimizin bir: 3 defa bulunmaktadır
bir an: 3 defa bulunmaktadır
an evvel: 3 defa bulunmaktadır
evvel hadiseyi: 3 defa bulunmaktadır
hadiseyi aydınlatmalarını: 3 defa bulunmaktadır
aydınlatmalarını bekliyoruz": 1 defa bulunmaktadır
bekliyoruz" dedi.: 1 defa bulunmaktadır
dedi. Kastamonu: 1 defa bulunmaktadır
Kastamonu Üniversitesi: 9 defa bulunmaktadır
Üniversitesi Genel: 5 defa bulunmaktadır
Genel Sekreteri: 6 defa bulunmaktadır
Sekreteri Muhittin: 6 defa bulunmaktadır
Muhittin Sağlam,: 3 defa bulunmaktadır
Sağlam, dün: 2 defa bulunmaktadır
dün akşam: 2 defa bulunmaktadır
akşam evinin: 2 defa bulunmaktadır
evinin bulunduğu: 2 defa bulunmaktadır
bulunduğu Mehmet: 1 defa bulunmaktadır
Mehmet Akif: 1 defa bulunmaktadır
Akif Ersoy: 1 defa bulunmaktadır
Ersoy Mahallesi: 1 defa bulunmaktadır
Mahallesi Şerife: 1 defa bulunmaktadır
Şerife Bacı: 1 defa bulunmaktadır
Bacı Caddesi: 1 defa bulunmaktadır
Caddesi Safalan: 1 defa bulunmaktadır
Safalan Sitesi: 1 defa bulunmaktadır
Sitesi girişinde: 1 defa bulunmaktadır
girişinde silahlı: 2 defa bulunmaktadır
silahlı saldırıya: 3 defa bulunmaktadır
saldırıya uğradı.: 3 defa bulunmaktadır
uğradı. Vücuduna: 1 defa bulunmaktadır
Vücuduna 4: 1 defa bulunmaktadır
4 tabanca: 1 defa bulunmaktadır
tabanca kurşunu: 1 defa bulunmaktadır
kurşunu isabet: 1 defa bulunmaktadır
isabet eden: 1 defa bulunmaktadır
eden Sağlam,: 1 defa bulunmaktadır
Sağlam, kaldırıldığı: 2 defa bulunmaktadır
kaldırıldığı İsfendiyar: 2 defa bulunmaktadır
İsfendiyar Anadolu: 4 defa bulunmaktadır
Anadolu Hastanesi’nde: 1 defa bulunmaktadır
Hastanesi’nde tüm: 1 defa bulunmaktadır
tüm müdahalelere: 5 defa bulunmaktadır
müdahalelere rağmen: 5 defa bulunmaktadır
rağmen kurtarılamadı.: 2 defa bulunmaktadır
kurtarılamadı. Muhittin: 1 defa bulunmaktadır
Muhittin Sağlam’ın: 6 defa bulunmaktadır
Sağlam’ın öldüğü: 2 defa bulunmaktadır
öldüğü hastaneye: 2 defa bulunmaktadır
hastaneye gelen: 2 defa bulunmaktadır
gelen Kastamonu: 2 defa bulunmaktadır
Kastamonu Üniversitesi: 9 defa bulunmaktadır
Üniversitesi Rektörü: 3 defa bulunmaktadır
Rektörü Seyit: 2 defa bulunmaktadır
Seyit Aydın,: 2 defa bulunmaktadır
Aydın, "Tabii: 1 defa bulunmaktadır
"Tabii ki: 1 defa bulunmaktadır
ki kaybımız,: 2 defa bulunmaktadır
kaybımız, acımız: 2 defa bulunmaktadır
acımız her: 2 defa bulunmaktadır
her zaman: 2 defa bulunmaktadır
zaman bu: 2 defa bulunmaktadır
bu tür: 2 defa bulunmaktadır
tür hadiselerde: 2 defa bulunmaktadır
hadiselerde büyük.: 2 defa bulunmaktadır
büyük. Ama: 2 defa bulunmaktadır
Ama insan: 2 defa bulunmaktadır
insan çok: 2 defa bulunmaktadır
çok yakınında,: 2 defa bulunmaktadır
yakınında, mesai: 2 defa bulunmaktadır
mesai arkadaşını: 2 defa bulunmaktadır
arkadaşını kaybedince: 2 defa bulunmaktadır
kaybedince çok: 2 defa bulunmaktadır
çok farklı: 2 defa bulunmaktadır
farklı oluyor.: 2 defa bulunmaktadır
oluyor. Sadece: 2 defa bulunmaktadır
Sadece başımız: 2 defa bulunmaktadır
başımız sağolsun: 2 defa bulunmaktadır
sağolsun diyebiliyoruz.: 2 defa bulunmaktadır
diyebiliyoruz. Emniyet: 2 defa bulunmaktadır
Emniyet kuvvetlerimizin: 2 defa bulunmaktadır
kuvvetlerimizin bir: 3 defa bulunmaktadır
bir an: 3 defa bulunmaktadır
an evvel: 3 defa bulunmaktadır
evvel hadiseyi: 3 defa bulunmaktadır
hadiseyi aydınlatmalarını: 3 defa bulunmaktadır
aydınlatmalarını bekliyoruz.: 2 defa bulunmaktadır
bekliyoruz. Zaten: 2 defa bulunmaktadır
Zaten buna: 2 defa bulunmaktadır
buna da: 2 defa bulunmaktadır
da inanıyoruz.: 2 defa bulunmaktadır
inanıyoruz. Belki: 2 defa bulunmaktadır
Belki tek: 2 defa bulunmaktadır
tek tesellimiz: 2 defa bulunmaktadır
tesellimiz bu: 2 defa bulunmaktadır
bu olur": 2 defa bulunmaktadır
olur" diye: 2 defa bulunmaktadır
diye konuştu.: 2 defa bulunmaktadır
konuştu. Kastamonu: 1 defa bulunmaktadır
Kastamonu Üniversitesi: 9 defa bulunmaktadır
Üniversitesi Genel: 5 defa bulunmaktadır
Genel Sekreteri: 6 defa bulunmaktadır
Sekreteri Muhittin: 6 defa bulunmaktadır
Muhittin Sağlam’ın: 6 defa bulunmaktadır
Sağlam’ın hastaneye: 2 defa bulunmaktadır
hastaneye getirildiğinde: 2 defa bulunmaktadır
getirildiğinde durumunun: 2 defa bulunmaktadır
durumunun ağır: 2 defa bulunmaktadır
ağır olduğunu: 2 defa bulunmaktadır
olduğunu belirten,: 2 defa bulunmaktadır
belirten, Özel: 2 defa bulunmaktadır
Özel İsfendiyar: 2 defa bulunmaktadır
İsfendiyar Anadolu: 4 defa bulunmaktadır
Anadolu Hastanesi: 2 defa bulunmaktadır
Hastanesi Acil: 2 defa bulunmaktadır
Acil Nöbetçi: 2 defa bulunmaktadır
Nöbetçi Doktoru: 2 defa bulunmaktadır
Doktoru Kalp: 2 defa bulunmaktadır
Kalp ve: 2 defa bulunmaktadır
ve Göğüs: 2 defa bulunmaktadır
Göğüs Cerrahisi: 2 defa bulunmaktadır
Cerrahisi Uzmanı: 2 defa bulunmaktadır
Uzmanı Dr.: 2 defa bulunmaktadır
Dr. Ahmet: 2 defa bulunmaktadır
Ahmet San,: 1 defa bulunmaktadır
San, "Muhtemel: 1 defa bulunmaktadır
"Muhtemel 4: 1 defa bulunmaktadır
4 kurşun: 3 defa bulunmaktadır
kurşun vardı.: 2 defa bulunmaktadır
vardı. Şahsın: 2 defa bulunmaktadır
Şahsın sağından: 2 defa bulunmaktadır
sağından girip: 2 defa bulunmaktadır
girip solundan: 2 defa bulunmaktadır
solundan çıkma: 2 defa bulunmaktadır
çıkma şeklinde.: 2 defa bulunmaktadır
şeklinde. Yakın: 2 defa bulunmaktadır
Yakın mesafeden: 2 defa bulunmaktadır
mesafeden olduğunu: 2 defa bulunmaktadır
olduğunu düşünüyoruz.: 2 defa bulunmaktadır
düşünüyoruz. Adli: 2 defa bulunmaktadır
Adli mercilerde: 2 defa bulunmaktadır
mercilerde gerekli: 2 defa bulunmaktadır
gerekli işlemler: 2 defa bulunmaktadır
işlemler yapılacaktır.: 2 defa bulunmaktadır
yapılacaktır. Ne: 2 defa bulunmaktadır
Ne yazık: 2 defa bulunmaktadır
yazık ki: 2 defa bulunmaktadır
ki yaralıyı: 2 defa bulunmaktadır
yaralıyı tüm: 2 defa bulunmaktadır
tüm müdahalelere: 5 defa bulunmaktadır
müdahalelere rağmen: 5 defa bulunmaktadır
rağmen kurtaramadık": 2 defa bulunmaktadır
kurtaramadık" dedi.: 2 defa bulunmaktadır
dedi. Saldırıyı: 2 defa bulunmaktadır
Saldırıyı haber: 2 defa bulunmaktadır
haber alan: 2 defa bulunmaktadır
alan Kastamonu: 2 defa bulunmaktadır
Kastamonu AK: 1 defa bulunmaktadır
AK Parti: 1 defa bulunmaktadır
Parti Milletvekili: 2 defa bulunmaktadır
Milletvekili Mustafa: 2 defa bulunmaktadır
Mustafa Gökhan: 2 defa bulunmaktadır
Gökhan Gülşen: 2 defa bulunmaktadır
Gülşen başta: 2 defa bulunmaktadır
başta olmak: 2 defa bulunmaktadır
olmak üzere: 2 defa bulunmaktadır
üzere tüm: 2 defa bulunmaktadır
tüm sevenleri: 2 defa bulunmaktadır
sevenleri hastaneni: 2 defa bulunmaktadır
hastaneni bahçesini: 2 defa bulunmaktadır
bahçesini akın: 2 defa bulunmaktadır
akın ederken,: 2 defa bulunmaktadır
ederken, Muhittin: 2 defa bulunmaktadır
Muhittin Sağlam’ın: 6 defa bulunmaktadır
Sağlam’ın cenazesi: 2 defa bulunmaktadır
cenazesi otopsi: 2 defa bulunmaktadır
otopsi için: 2 defa bulunmaktadır
için Adli: 2 defa bulunmaktadır
Adli Tıp: 2 defa bulunmaktadır
Tıp Kurumu’na: 2 defa bulunmaktadır
Kurumu’na gönderildi.: 2 defa bulunmaktadır
gönderildi. Emniyet: 2 defa bulunmaktadır
Emniyet güçleri: 2 defa bulunmaktadır
güçleri saldırganı: 1 defa bulunmaktadır
saldırganı yakalamak: 1 defa bulunmaktadır
yakalamak ve: 1 defa bulunmaktadır
ve olayı: 1 defa bulunmaktadır
olayı aydınlatmak: 1 defa bulunmaktadır
aydınlatmak için: 1 defa bulunmaktadır
için çalışma: 1 defa bulunmaktadır
çalışma başlattı.: 1 defa bulunmaktadır
başlattı. DHA: 1 defa bulunmaktadır
